text,Description
renewal PROCESSING,other
grocer BASKET,shopping
airport parking,travel
croma BASKET,shopping
prime sub,entertainment
renewal txn,other
BEHROU buffe,food
uber bookin,travel
sony EVENT,entertainment
AIRPOR meal,food
AIRPORT COMMUT,travel
renewal debit,other
airindia fare,travel
bigbasket THALI,food
TRAIN ride,travel
haldirams MEAL,food
kfc thali,food
swiggy snacks,food
adjustmen PROCESSING,other
faasos snacks,food
myntra jeans,shopping
prime sub,entertainment
haldirams snacks,food
lyft commute,travel
vistara seat,travel
swiggy pizza,food
ZOOMCAR booking,travel
train ticket,travel
train fare,travel
charge unknown,other
grocery basket,shopping
HM jean,shopping
debit misc,other
lyft toll,travel
NETFLIX rental,entertainment
dmart baske,shopping
vistara booking,travel
faasos BREAD,food
unknown service,other
airport snacks,food
debit auto,other
sony show,entertainment
dmart basket,shopping
spicejet SHUTTLE,travel
bookmyshow music,entertainment
eatfit pizza,food
airport snacks,food
prime sub,entertainment
dominos milk,food
DECATHLON gear,shopping
nykaa gear,shopping
adidas cart,shopping
airport snacks,food
bookmyshow movie,entertainment
hotstar event,entertainment
ecs DEBIT,other
meesho shirt,shopping
flight snack,travel
puma jean,shopping
EATFIT burger,food
PLUS SUB,entertainment
puma gear,shopping
croma jacke,shopping
pro sub,entertainment
xbox CONCERT,entertainment
txn unknown,other
bookmyshow class,entertainment
ajio purchase,shopping
GAAN entr,entertainment
payment misc,other
airport meal,food
mandate FEE,other
transfer auto,other
airport transfer,travel
LENSKART ORDER,shopping
domino BIRYANI,food
payment payment,other
tacobell parcel,food
sony stream,entertainment
psplus class,entertainment
GAANA MOVIE,entertainment
METRO booking,travel
fee payment,other
spotify stream,entertainment
pro sub,entertainment
meesho watch,shopping
plus sub,entertainment
ecs HOLD,other
service CREDIT,other
TRAIN snacks,travel
behrouz buffe,food
PUMA jeans,shopping
lyft seat,travel
spicejet ride,travel
BIKANERVALA rice,food
decathlo bag,shopping
flight snacks,travel
irctc fare,travel
TXN auto,other
train ticket,travel
flipkar set,shopping
ecs service,other
ajio set,shopping
airport booking,travel
auto processing,other
amazo JEANS,shopping
spotif ticket,entertainment
nykaa shirt,shopping
bookmyshow music,entertainment
unknown renewal,other
metr fare,travel
metro ticket,travel
netflix show,entertainment
MYNTRA ORDER,shopping
lenskart cart,shopping
adidas shoes,shopping
airport snack,food
steam show,entertainment
bus transfer,travel
tacobell meal,food
grocery basket,shopping
kfc SHAK,food
zara shirt,shopping
sony TICKET,entertainment
amazon BASKE,shopping
CREDI renewa,other
plus sub,entertainment
meesho order,shopping
subway BIRYANI,food
pro sub,entertainment
train snacks,travel
SUBWAY LUNCH,food
bus pass,travel
grocery BASKET,shopping
GROCERY BASKET,shopping
zara set,shopping
amazon bag,shopping
gaana movie,entertainment
credit mandat,other
processing hold,other
txn transfer,other
dmart BASKET,shopping
prime sub,entertainment
youtube show,entertainment
plus sub,entertainment
hold unknown,other
meesho purchase,shopping
bookmyshow rental,entertainment
credit hold,other
lyft booking,travel
adjustment FEE,other
pro sub,entertainment
revv transfe,travel
airport parcel,food
spicejet transfer,travel
meesh shirt,shopping
amount txn,other
misc mandate,other
spiceje parking,travel
uber parkin,travel
zara watch,shopping
grocer basket,shopping
amount txn,other
servic ENTRY,other
vistara commute,travel
zepto MEAL,food
grocer basket,shopping
spotify event,entertainment
REVV booking,travel
unknown fee,other
ikea shoes,shopping
GROCERY basket,shopping
hotstar ticket,entertainment
primevideo rental,entertainment
sony ticket,entertainment
psplus GAME,entertainment
bookmyshow show,entertainment
bookmyshow movie,entertainment
PRO sub,entertainment
entry transfer,other
sony ticke,entertainment
train MEAL,food
grocer basket,shopping
irctc ticket,travel
psplus ticke,entertainment
INSTAMART THALI,food
indigo ticket,travel
bookmysho class,entertainment
starbucks snacks,food
ajio gear,shopping
BOOKMYSHOW music,entertainment
rapido parking,travel
amazon jacket,shopping
entry auto,other
primevideo show,entertainment
netflix CONCERT,entertainment
dmart basket,shopping
hotstar even,entertainment
train snacks,travel
box8 SHAKE,food
audible movie,entertainment
ubereat dinner,food
adidas purchase,shopping
service fee,other
amount ecs,other
decathlon SHOES,shopping
service processing,other
lenskart watch,shopping
charge ADJUSTMENT,other
prime sub,entertainment
TRAIN snacks,travel
NYKAA set,shopping
sony show,entertainment
ubereat bread,food
train shuttl,travel
amount renewal,other
auto TXN,other
UBER ride,travel
adidas cart,shopping
bigbasket meal,food
AJIO shoes,shopping
grocery basket,shopping
charge balance,other
faasos parcel,food
train pass,travel
trai snacks,travel
DOMINOS wrap,food
behrouz wrap,food
TRAIN snacks,travel
amazon jeans,shopping
renewal fee,other
ikea order,shopping
rapido seat,travel
xbox concert,entertainment
domino roll,food
grocery basket,shopping
primevideo class,entertainment
metro TRANSFER,travel
sony class,entertainment
IKEA SHIRT,shopping
zepto rice,food
puma jeans,shopping
irctc fare,travel
irct shuttle,travel
lenskart cart,shopping
unknown entry,other
FLIGHT snacks,travel
VISTAR toll,travel
gaana concert,entertainment
hold entry,other
zee5 GAME,entertainment
swigg parce,food
hold entry,other
airport pass,travel
subway lunch,food
decathlon watch,shopping
zomat rice,food
hm jacket,shopping
ajio ITEM,shopping
pro sub,entertainment
decathlo gear,shopping
debit MANDAT,other
unknow amount,other
MYNTRA shoes,shopping
entry UNKNOWN,other
zee5 rental,entertainment
grocery baske,shopping
airindia FARE,travel
uber booking,travel
eatfi biryani,food
zoomca transfer,travel
unknown fee,other
txn fee,other
dominos coffee,food
AUTO ecs,other
dmart basket,shopping
AIRPORT BURGER,food
sony movie,entertainment
zomat bread,food
netflix class,entertainment
debit amount,other
meesh JEANS,shopping
pro sub,entertainment
decathlon SHOES,shopping
bikanervala THALI,food
flight snacks,travel
zee5 pass,entertainment
flight SNACK,travel
vistara fare,travel
spotify rental,entertainment
steam stream,entertainment
dmart BASKET,shopping
faaso milk,food
airindia JOURNEY,travel
rapid booking,travel
prime SUB,entertainment
grocery baske,shopping
ola trip,travel
amazon items,shopping
FLIGHT snacks,travel
train snack,travel
irctc ticket,travel
bookmyshow show,entertainment
revv SHUTTLE,travel
PRO sub,entertainment
psplu subscription,entertainment
zepto buffet,food
adidas BASKE,shopping
domino thali,food
IRCTC TOLL,travel
audible class,entertainment
FLIGHT snacks,travel
ENTRY ADJUSTMEN,other
hold adjustment,other
HALDIRAMS lunch,food
amount mandate,other
metro transfer,travel
SPICEJET ride,travel
airport burger,food
airport burger,food
renewal transfer,other
zept brea,food
bikanervala BIRYANI,food
transfe renewal,other
flipkart WATCH,shopping
gaana concert,entertainment
entry auto,other
REVV seat,travel
xbox game,entertainment
decathlon watch,shopping
meesho basket,shopping
processing AMOUNT,other
ubereats bread,food
airport ride,travel
tacobell wrap,food
STARBUCK shake,food
stea entry,entertainment
bikanervala COFFE,food
zara gear,shopping
payment ecs,other
psplus EVENT,entertainment
train snacks,food
airindia commute,travel
prime sub,entertainment
gaana subscription,entertainment
xbox movie,entertainment
debit ADJUSTMENT,other
swiggy wrap,food
mcdonalds burger,food
dmart BASKET,shopping
ZARA jeans,shopping
lenskar gear,shopping
train seat,travel
txn auto,other
debit debit,other
credit ecs,other
train snacks,travel
AMOUNT transfer,other
bikanerval lunc,food
ecs AMOUNT,other
amount amount,other
SWIGGY burge,food
HM jacket,shopping
lenskart bag,shopping
puma cart,shopping
primevideo rental,entertainment
fligh snacks,travel
spiceje shuttle,travel
auto misc,other
bigbasket meal,food
steam game,entertainment
processing adjustment,other
UBEREATS lunc,food
metro FARE,travel
puma purchas,shopping
decathlo SET,shopping
dmart basket,shopping
audible entry,entertainment
irctc shuttle,travel
PLUS sub,entertainment
sony subscriptio,entertainment
processin service,other
zara baske,shopping
FLIGHT snacks,travel
balance mandate,other
zee5 clas,entertainment
train meal,food
bus toll,travel
box8 meal,food
puma jacket,shopping
airport meal,food
subway combo,food
ola FARE,travel
myntra ITEM,shopping
zee5 pass,entertainment
PSPLUS pass,entertainment
credit service,other
dominos combo,food
psplus show,entertainment
kfc burger,food
AUTO charge,other
bookmyshow musi,entertainment
metro journe,travel
zoomcar transfer,travel
decathlo PURCHASE,shopping
starbucks dinner,food
entry adjustment,other
blinkit thali,food
plus sub,entertainment
airport parking,travel
MEESHO shirt,shopping
primevide show,entertainment
revv SHUTTLE,travel
adjustment entry,other
SUBWA lunch,food
airport wrap,food
IRCTC commute,travel
prime sub,entertainment
amazon shoe,shopping
ikea shoes,shopping
UBEREATS LUNCH,food
zomato BUFFET,food
hold service,other
ikea jacke,shopping
mcdonald buffet,food
ecs amount,other
CROMA jeans,shopping
decathlon cart,shopping
rapido toll,travel
transfer mandat,other
netflix game,entertainment
charge TXN,other
PRIMEVIDEO subscription,entertainment
service debit,other
DMART BASKET,shopping
train commute,travel
INSTAMART pizz,food
netflix show,entertainment
subway combo,food
swiggy lunch,food
balance CREDIT,other
hotstar show,entertainment
ubereats bread,food
ecs payment,other
zoomcar BOOKIN,travel
dmart baske,shopping
train snacks,food
primevideo pass,entertainment
steam ticke,entertainment
nykaa PURCHASE,shopping
puma jean,shopping
spotif pass,entertainment
YOUTUBE entry,entertainment
processin txn,other
sony TICKET,entertainment
swigg parcel,food
xbox PASS,entertainment
train snacks,travel
AUDIBLE even,entertainment
adida gear,shopping
ola journey,travel
amount misc,other
puma jacket,shopping
AIRPORT shake,food
flipkart order,shopping
hotstar STREAM,entertainment
AMOUNT processing,other
prime SUB,entertainment
train booking,travel
IKEA shoe,shopping
prime sub,entertainment
adjustment payment,other
swiggy lunch,food
nike purchas,shopping
zomato lunch,food
swiggy dinner,food
train trip,travel
dmart basket,shopping
airindia commute,travel
dominos pizza,food
flipkart shirt,shopping
audible music,entertainment
LENSKART set,shopping
irctc commute,travel
AIRINDI toll,travel
transfer SERVICE,other
ubereat meal,food
flipkar purchase,shopping
ola pass,travel
xbox stream,entertainment
FEE UNKNOW,other
bus booking,travel
netfli rental,entertainment
zee5 game,entertainment
netflix RENTAL,entertainment
instamart COFFEE,food
revv commut,travel
adjustment DEBIT,other
txn misc,other
zara bag,shopping
zomato pizza,food
rapido transfer,travel
zee5 ticket,entertainment
dominos BIRYANI,food
xbox game,entertainment
zee5 game,entertainment
blinkit MEAL,food
primevideo music,entertainment
airport snack,food
zara shirt,shopping
SPICEJET TRANSFER,travel
meesho shoes,shopping
behrouz THAL,food
charge processing,other
ecs entry,other
plus SUB,entertainment
misc hold,other
vistara commute,travel
auto entry,other
unknow entry,other
faasos milk,food
airindia booking,travel
sony rental,entertainment
TRAIN meal,food
dmart basket,shopping
nike items,shopping
AUTO balance,other
amazon gear,shopping
FEE txn,other
flight SNACKS,travel
plus sub,entertainment
ola commute,travel
mandate debit,other
charge balance,other
bigbasket buffet,food
blinkit pizza,food
swiggy biryani,food
flight snacks,travel
LENSKART shir,shopping
nykaa basket,shopping
lyft trip,travel
irctc seat,travel
uber fare,travel
trai snacks,food
misc payment,other
transfer balanc,other
grocery BASKET,shopping
audible pass,entertainment
PSPLUS game,entertainment
HOLD RENEWAL,other
GROCER BASKET,shopping
metro seat,travel
vistara pass,travel
KFC snacks,food
mandate entry,other
croma cart,shopping
lyft commute,travel
zomato coffee,food
transfer renewal,other
entry RENEWAL,other
swiggy bread,food
adidas items,shopping
dmart basket,shopping
decathlon cart,shopping
bus journe,travel
psplus stream,entertainment
MCDONALDS shake,food
unknow MANDATE,other
renewal amoun,other
pro SUB,entertainment
debi adjustment,other
croma shoes,shopping
netflix rental,entertainment
kfc dinner,food
pro sub,entertainment
youtube game,entertainment
transfer processin,other
grocery basket,shopping
decathlon bag,shopping
bikanerval wrap,food
hotstar rental,entertainment
entry ecs,other
nike order,shopping
nykaa gear,shopping
auto ecs,other
meesho gear,shopping
HOTSTAR game,entertainment
MEESHO cart,shopping
grocer basket,shopping
sony class,entertainment
charge paymen,other
revv seat,travel
MANDATE TXN,other
primevideo ticket,entertainment
indigo transfer,travel
dominos RICE,food
AIRPORT fare,travel
NIKE bag,shopping
spotify rental,entertainment
ubereat pizza,food
zomato buffe,food
flipkart baske,shopping
hold ecs,other
eatfit milk,food
renewal charge,other
nykaa set,shopping
youtube stream,entertainment
dmar basket,shopping
ADJUSTMENT charge,other
airport toll,travel
txn SERVICE,other
train journey,travel
prime sub,entertainment
misc adjustment,other
hotstar entry,entertainment
blinkit roll,food
psplus stream,entertainment
credit ecs,other
transfer balance,other
indigo shuttl,travel
mcdonalds roll,food
mandate service,other
OLA parking,travel
hold amount,other
airport snack,food
primevideo pass,entertainment
gaana class,entertainment
instamart bread,food
hold fee,other
txn auto,other
mandat processing,other
GROCERY basket,shopping
instamart ROLL,food
zara set,shopping
zara cart,shopping
zara jacke,shopping
decathlo shirt,shopping
plus sub,entertainment
FAASOS rice,food
amoun fee,other
mandate amount,other
dmar BASKET,shopping
UBER PARKING,travel
GAAN stream,entertainment
nykaa purchas,shopping
service misc,other
instamart combo,food
steam event,entertainment
mcdonalds rice,food
SPOTIFY pass,entertainment
mcdonalds biryani,food
grocer basket,shopping
nykaa JACKET,shopping
ikea cart,shopping
steam stream,entertainment
faasos roll,food
meesho purchase,shopping
stea ticke,entertainment
DMART basket,shopping
renewal HOLD,other
dominos dinner,food
airport snack,food
IKEA bag,shopping
service entry,other
airindia shuttle,travel
nike items,shopping
dmart baske,shopping
puma set,shopping
decathlon gear,shopping
primevideo game,entertainment
ikea purchase,shopping
DOMINOS LUNCH,food
bus ticket,travel
ZOOMCAR booking,travel
spotify entry,entertainment
stea concert,entertainment
meesho jacket,shopping
grocery basket,shopping
payment unknown,other
hm gear,shopping
debit renewal,other
AIRPORT milk,food
processing PAYMENT,other
PRO sub,entertainment
audible event,entertainment
dmart basket,shopping
PROCESSING balance,other
unknown adjustment,other
zara set,shopping
audible event,entertainment
airport biryani,food
bigbasket biryani,food
trai meal,food
airport meal,food
irctc shuttle,travel
DMART basket,shopping
kfc roll,food
revv ride,travel
hotstar music,entertainment
AUDIBLE renta,entertainment
zee5 music,entertainment
flight snacks,travel
airindia booking,travel
plus sub,entertainment
grocery basket,shopping
mcdonalds COFFEE,food
train meal,food
airpor meal,food
airport combo,food
mcdonalds combo,food
ajio BASKET,shopping
netflix music,entertainment
instamart dinner,food
ajio order,shopping
mcdonald bread,food
primevideo SHOW,entertainment
train meal,food
prime sub,entertainment
bus journey,travel
train SNACKS,food
airport journey,travel
audibl event,entertainment
instamart rice,food
unknown credit,other
blinki comb,food
gaana strea,entertainment
train ride,travel
service renewal,other
ajio bag,shopping
train snacks,food
auto transfer,other
starbucks BIRYANI,food
rapid trip,travel
puma shirt,shopping
starbucks lunch,food
zara gear,shopping
flight snacks,travel
fee AMOUNT,other
ola journey,travel
debit amount,other
bus ticket,travel
revv fare,travel
zepto thali,food
TRAIN snacks,food
haldirams shak,food
STARBUCK pizza,food
swiggy meal,food
mandate credit,other
dominos combo,food
hm bag,shopping
hotstar show,entertainment
KFC shake,food
DEBIT service,other
processin paymen,other
puma shir,shopping
faasos snacks,food
haldirams burge,food
amount transfer,other
xbox musi,entertainment
PSPLUS show,entertainment
misc fee,other
puma JACKET,shopping
decathlon bag,shopping
meesh jeans,shopping
DMAR basket,shopping
balanc adjustment,other
crom set,shopping
GAANA RENTAL,entertainment
haldirams snacks,food
amount transfe,other
xbox movie,entertainment
ikea bag,shopping
psplus music,entertainment
ZEE5 movie,entertainment
zee5 concert,entertainment
PRO sub,entertainment
ubereats buffet,food
puma BAG,shopping
steam stream,entertainment
gaana entry,entertainment
bigbasket shake,food
mandate unknown,other
prime SUB,entertainment
processin charge,other
bus parking,travel
youtube music,entertainment
ADJUSTMENT TRANSFER,other
steam concert,entertainment
PROCESSING ecs,other
train snacks,travel
grocery basket,shopping
bookmyshow game,entertainment
blinkit milk,food
eatfit biryani,food
amazo PURCHASE,shopping
service payment,other
unknown txn,other
plus sub,entertainment
youtub music,entertainment
TRAIN SNACKS,travel
grocery basket,shopping
gaana TICKET,entertainment
vistara shuttl,travel
hotstar class,entertainment
bikanervala COFFEE,food
AMOUNT misc,other
sony ticket,entertainment
airport booking,travel
lyft toll,travel
mandate ecs,other
starbuck roll,food
train SNACK,travel
croma watch,shopping
AJIO items,shopping
auto processing,other
rapido fare,travel
txn transfer,other
entry debit,other
credi balanc,other
airindia fare,travel
trai snacks,food
ola pass,travel
METRO seat,travel
SERVICE misc,other
zara JEAN,shopping
BUS parking,travel
airport meal,food
xbox show,entertainment
ikea cart,shopping
starbuck wrap,food
flight snacks,travel
ADJUSTMENT FEE,other
PRIME sub,entertainment
starbuck meal,food
rapido seat,travel
airport milk,food
LYFT TRANSFER,travel
flipkart BASKET,shopping
credit fee,other
ubereats combo,food
zoomcar SHUTTLE,travel
zomato coffee,food
meesho ORDE,shopping
renewa TRANSFER,other
zepto shak,food
youtube event,entertainment
hotsta music,entertainment
decathlon shoes,shopping
xbox stream,entertainment
train snacks,food
audible event,entertainment
bigbasket PIZZA,food
bookmyshow rental,entertainment
unknown unknown,other
payment MISC,other
misc servic,other
airport meal,food
flight snacks,travel
ikea gear,shopping
ikea gear,shopping
myntra shoe,shopping
payment servic,other
BEHROUZ coffee,food
zara jeans,shopping
starbucks combo,food
ecs misc,other
vistara journey,travel
airport meal,food
bigbasket THALI,food
unknow auto,other
amazon watch,shopping
flight snacks,travel
tacobell burge,food
airport pass,travel
crom shoe,shopping
irct commute,travel
nike basket,shopping
ikea jacket,shopping
train snacks,travel
adjustment mandat,other
primevideo PASS,entertainment
subway thali,food
dmart basket,shopping
bikanervala DINNER,food
airpor transfer,travel
dmart BASKET,shopping
irctc seat,travel
TRANSFER hold,other
primevide concert,entertainment
MYNTRA items,shopping
processing mandate,other
transfer amount,other
ENTRY amount,other
decathlon gear,shopping
mcdonalds thali,food
YOUTUBE music,entertainment
MCDONALDS ROLL,food
primevideo pass,entertainment
audible concer,entertainment
bus toll,travel
pro SUB,entertainment
ubereats lunc,food
processing misc,other
kfc PARCEL,food
bigbasket snacks,food
debit FEE,other
BIKANERVALA ROLL,food
MEESHO gear,shopping
ikea set,shopping
bikanervala milk,food
irct seat,travel
subway milk,food
bus pass,travel
misc charge,other
NETFLIX rental,entertainment
pro sub,entertainment
TRAIN seat,travel
lyft shuttl,travel
spicejet booking,travel
pro sub,entertainment
trai snacks,food
entry debi,other
lyft transfer,travel
dmart basket,shopping
ubereats shake,food
airport MEAL,food
gaana entry,entertainment
processing fee,other
audible rental,entertainment
BIGBASKET milk,food
debit hold,other
plus sub,entertainment
ecs misc,other
behrouz burger,food
rapido shuttle,travel
netfli subscription,entertainment
auto service,other
flipkart set,shopping
xbox pass,entertainment
zept roll,food
haldiram meal,food
ubereats thali,food
eatfi roll,food
audibl stream,entertainment
sony pass,entertainment
ola journey,travel
FLIGHT SNACKS,travel
lyft fare,travel
metr JOURNEY,travel
zara BASKET,shopping
puma purchase,shopping
irctc booking,travel
xbox event,entertainment
airport seat,travel
grocery basket,shopping
lyft parking,travel
hm order,shopping
zee5 subscription,entertainment
myntra shirt,shopping
airport meal,food
psplu event,entertainment
spiceje booking,travel
faasos shake,food
adidas order,shopping
youtube ticket,entertainment
plus sub,entertainment
DOMINOS wrap,food
sony RENTAL,entertainment
kfc wrap,food
croma gear,shopping
box8 buffet,food
spicejet pass,travel
indigo trip,travel
DMART basket,shopping
adjustment mandate,other
plus sub,entertainment
fee transfer,other
behrouz burger,food
steam stream,entertainment
indigo shuttle,travel
entry fee,other
behrouz coffee,food
train snacks,travel
adjustment payment,other
ajio cart,shopping
payment AUTO,other
faasos milk,food
ola booking,travel
TRAIN meal,food
train snacks,travel
behrouz burge,food
amazon WATCH,shopping
TXN ENTRY,other
airindia ride,travel
AIRPORT meal,food
AIRINDI transfer,travel
dmart BASKET,shopping
debit auto,other
youtube ticket,entertainment
mandate auto,other
steam STREAM,entertainment
airport SNACKS,food
train TICKE,travel
INDIGO shuttle,travel
croma jacke,shopping
PLUS sub,entertainment
train meal,food
train snacks,food
debit credit,other
RAPIDO commut,travel
ADIDA purchase,shopping
train meal,food
transfer amount,other
adida purchase,shopping
psplus subscriptio,entertainment
zoomcar BOOKIN,travel
ZOOMCAR ticket,travel
decathlon cart,shopping
plus sub,entertainment
spicejet parking,travel
transfer ADJUSTMENT,other
ZARA watch,shopping
ajio watc,shopping
TXN amoun,other
zee5 show,entertainment
SPICEJET transfer,travel
ecs transfer,other
fligh snacks,travel
bigbasket dinner,food
bookmyshow event,entertainment
croma set,shopping
airport snacks,food
flight snacks,travel
train snacks,travel
SPOTIFY game,entertainment
airport BIRYANI,food
kfc milk,food
zara WATCH,shopping
box8 dinner,food
prime sub,entertainment
sony pass,entertainment
audible show,entertainment
revv ride,travel
decathlon watch,shopping
swiggy pizz,food
audible GAME,entertainment
decathlon bag,shopping
audible entr,entertainment
balance unknown,other
nyka bag,shopping
youtube movie,entertainment
STARBUCK parce,food
indigo ride,travel
txn debi,other
zepto parcel,food
zee5 concert,entertainment
eatfit combo,food
ikea shirt,shopping
zara shir,shopping
BOOKMYSHOW game,entertainment
zee5 ticket,entertainment
bookmyshow entry,entertainment
netflix PASS,entertainment
charge service,other
zara SHOES,shopping
ajio basket,shopping
bigbasket rice,food
instamart biryani,food
BALANCE auto,other
eatfit wrap,food
zee5 class,entertainment
nykaa SET,shopping
hold service,other
grocery basket,shopping
irctc commute,travel
dmart baske,shopping
hotstar MUSIC,entertainment
zepto biryani,food
lyft seat,travel
MCDONALDS dinner,food
vistara trip,travel
HM jacket,shopping
misc PROCESSING,other
xbox stream,entertainment
gaan movie,entertainment
lyft ride,travel
nykaa cart,shopping
zee5 ENTRY,entertainment
CHARGE hold,other
pro sub,entertainment
RAPIDO toll,travel
SWIGGY COMBO,food
trai snacks,travel
psplu SUBSCRIPTION,entertainment
service SERVICE,other
audible ENTRY,entertainment
zoomcar pass,travel
processing fee,other
nike bag,shopping
zoomcar ticket,travel
airport ride,travel
txn AUTO,other
airport snacks,food
transfer TXN,other
SONY show,entertainment
processing auto,other
INDIG pass,travel
subwa BREAD,food
processin processing,other
plus sub,entertainment
prime sub,entertainment
mcdonalds bread,food
mandate CHARG,other
bookmyshow class,entertainment
bikanervala parcel,food
prime sub,entertainment
spicejet ride,travel
entry misc,other
behrouz RICE,food
train snacks,travel
steam stream,entertainment
spicejet shuttle,travel
plus sub,entertainment
spotify subscription,entertainment
rapido transfer,travel
nyka bag,shopping
spicejet ride,travel
PLUS sub,entertainment
steam subscription,entertainment
airport snacks,food
spotify game,entertainment
haldirams pizz,food
GAANA CLASS,entertainment
faasos MEAL,food
payment paymen,other
metr parking,travel
airindia ticket,travel
plus sub,entertainment
zomato rice,food
psplus pass,entertainment
PROCESSING entry,other
metro parking,travel
bikanervala pizza,food
PUMA set,shopping
steam concert,entertainment
lyft parking,travel
zara jeans,shopping
box8 roll,food
charge payment,other
youtub class,entertainment
misc processing,other
prime sub,entertainment
ubereat rice,food
ikea PURCHASE,shopping
SWIGGY burger,food
YOUTUBE rental,entertainment
kfc snacks,food
uber ticket,travel
ecs debit,other
gaana ticket,entertainment
youtube STREAM,entertainment
ola ticke,travel
spotify PASS,entertainment
SERVICE UNKNOWN,other
SUBWAY BUFFET,food
kfc pizza,food
train SNACKS,travel
ENTRY transfer,other
BUS toll,travel
train snacks,food
indigo FARE,travel
airindia TRIP,travel
amount mandate,other
airport snacks,food
dmart basket,shopping
blinkit parcel,food
service service,other
swiggy shak,food
gaana event,entertainment
meesho CART,shopping
prime sub,entertainment
steam class,entertainment
spicejet toll,travel
eatfit lunch,food
amazo gear,shopping
lenskart items,shopping
subway THALI,food
spiceje journey,travel
spicejet ticke,travel
plus sub,entertainment
payment fee,other
gaana subscription,entertainment
train meal,food
trai meal,food
starbucks buffet,food
decathlon shir,shopping
fee mandate,other
audible CLAS,entertainment
prime sub,entertainment
GROCER basket,shopping
nykaa jacket,shopping
lyft booking,travel
OLA fare,travel
pro sub,entertainment
xbox music,entertainment
bigbasket roll,food
irctc transfer,travel
rapido TRANSFER,travel
AMOUNT transfer,other
hm set,shopping
ikea cart,shopping
train ride,travel
indigo parking,travel
zee5 TICKE,entertainment
steam concer,entertainment
service amount,other
irctc fare,travel
uber fare,travel
zee5 concer,entertainment
spiceje TRIP,travel
AJIO purchase,shopping
hm jeans,shopping
instamart combo,food
unknown charge,other
tacobell SNACKS,food
credit entry,other
balance CREDIT,other
KFC wrap,food
mandate CREDIT,other
spotif SUBSCRIPTION,entertainment
irctc pass,travel
psplus entry,entertainment
youtube concert,entertainment
kfc milk,food
kfc snacks,food
STARBUCKS DINNER,food
metro trip,travel
credi mandate,other
UNKNOW transfer,other
amazon GEAR,shopping
train meal,food
airport MEAL,food
faasos bread,food
prim SUB,entertainment
nike jeans,shopping
indigo ticket,travel
pro SUB,entertainment
spicejet shuttle,travel
bus PASS,travel
mandate service,other
GROCERY basket,shopping
amazo order,shopping
balanc PAYMENT,other
adidas cart,shopping
payment debit,other
GROCERY baske,shopping
renewal processin,other
uber SEAT,travel
trai meal,food
flipkart purchase,shopping
sony show,entertainment
adidas jacket,shopping
lenskar purchase,shopping
NYKAA set,shopping
bookmyshow movie,entertainment
ZOOMCAR ride,travel
trai ride,travel
charge txn,other
zee5 game,entertainment
charge mandate,other
irctc shuttle,travel
blinki MILK,food
dominos rice,food
airpor snacks,food
RAPIDO trip,travel
nykaa jacket,shopping
flight snack,travel
puma WATCH,shopping
uber shuttle,travel
youtube ticket,entertainment
ubereats shake,food
airindi fare,travel
blinkit burger,food
lyft toll,travel
faasos rice,food
lyft toll,travel
CHARGE entry,other
youtube pass,entertainment
spotify rental,entertainment
payment unknown,other
dominos burger,food
grocery BASKET,shopping
unknown auto,other
ecs TRANSFER,other
pro sub,entertainment
fee hold,other
UBEREAT dinner,food
bus shuttle,travel
faasos milk,food
ubereats coffee,food
zee5 ticket,entertainment
amount auto,other
ajio bag,shopping
amazon cart,shopping
processing processing,other
myntra jeans,shopping
irctc bookin,travel
payment txn,other
zoomcar TRANSFER,travel
primevideo TICKET,entertainment
zepto meal,food
ubereats roll,food
dominos ROLL,food
MYNTRA JACKE,shopping
debit renewal,other
revv trip,travel
nike cart,shopping
prime sub,entertainment
airport biryani,food
nike basket,shopping
netflix movie,entertainment
lyft parking,travel
starbucks roll,food
primevide rental,entertainment
hotstar SHOW,entertainment
ikea cart,shopping
processing auto,other
airport meal,food
lenskart gear,shopping
transfer amount,other
swiggy MEAL,food
ikea SHOES,shopping
hm bag,shopping
sony concert,entertainment
revv ride,travel
processing fee,other
amount ADJUSTMENT,other
meesho bag,shopping
gaana pass,entertainment
pro sub,entertainment
ubereat burger,food
tacobell PARCEL,food
mcdonalds dinner,food
pro sub,entertainment
pro sub,entertainment
airport snacks,food
prime sub,entertainment
bikanervala lunc,food
AUDIBLE PASS,entertainment
train snack,travel
hold debit,other
dmart basket,shopping
airpor parking,travel
DEBI processing,other
netflix pass,entertainment
plus sub,entertainment
kfc buffet,food
steam clas,entertainment
renewal charge,other
servic charge,other
plus sub,entertainment
zepto buffet,food
nykaa shirt,shopping
charge CHARG,other
zomato biryani,food
adjustment adjustment,other
haldirams roll,food
tacobell milk,food
pro sub,entertainment
flight snacks,travel
NYKA set,shopping
adidas shirt,shopping
PRIME sub,entertainment
entry fee,other
youtube event,entertainment
BUS SHUTTLE,travel
flight snacks,travel
renewa transfe,other
misc unknown,other
IRCTC fare,travel
grocery basket,shopping
ecs balance,other
renewal amount,other
zepto biryani,food
puma basket,shopping
trai snacks,travel
transfer entry,other
mandate processing,other
CHARGE PROCESSING,other
hold fee,other
lyft ride,travel
auto hold,other
bookmyshow event,entertainment
haldirams rice,food
adjustment CREDIT,other
youtube class,entertainment
hm basket,shopping
transfer credit,other
primevide game,entertainment
decathlon jeans,shopping
puma jacke,shopping
hold service,other
prime sub,entertainment
lenskar items,shopping
